Magda Louw,10.0
Die Real Housewives van Pretoria,10.0
Vlug Na Egipte,9.5
Alles Malan,9.0
Fynskrif,9.0
Dinge Van 'n Kind,9.0
Projek Dina,9.0
Net Mens,9.0
Sterlopers,9.0
Nêrens, Noord-Kaap,9.0
Net Mens,9.0
Supersterre,9.0
Nêrens, Noord-Kaap,9.0
Vetkoekpaleis,9.0
Diepe Waters,9.0
Dit Wat Stom Is,9.0
Wie's Jou Poppie?,9.0
Hester & Ester Bester,9.0
Republiek van Zoid Afrika,9.0
Hartklop,9.0
Erfsondes,9.0
Huisgenoot: Ware Lewensdramas,9.0
Orkney Snork Nie,9.0
Musiek Roulette,9.0
Tydelik Terminaal,9.0
Nêrens, Noord-Kaap,9.0
Nêrens, Noord-Kaap,9.0
Supersterre,9.0
Net Mens,9.0
Trompoppie,9.0
Die Real Housewives van die Wynlande,8.5
Arsenaal,8.0
Amalia,8.0
Die Brug,8.0
Minki,8.0
Amalia,8.0
Afgrond,8.0
Die Kontrak,8.0
Die Byl,8.0
Die Boekklub,8.0
Fishy Fêshuns,8.0
Amalia,8.0
Devilsdorp,7.0
Egoli: Place of Gold,7.0
Iemand Om Lief Te Hê,7.0
Noot vir Noot,7.0
Hougaard: Die Liefling van Loftus,7.0
Sara se Geheim,7.0
Hougaard: Die Liefling van Loftus,7.0
Lui Maar Op, Belinda,7.0
