Min sanning,10.0
Fatal Experiments: The Downfall of a Supersurgeon,10.0
Vänligen: Lars Lerin,10.0
Silbersky,10.0
Tomtens Minnesluckor,10.0
Trazan Apansson,10.0
Good Morning Children,10.0
Sorgen Mitt I Bygden,10.0
Dokument inifrån: Roy måste leva,10.0
Hemma hos arkitekten,10.0
Astrid,10.0
Husdrömmar,10.0
Jills veranda,10.0
Who Do You Think You Are?,10.0
Leif GW Persson - Min klassresa,10.0
Anders och Måns,10.0
Kvartersdoktorn,10.0
August Strindberg: Ett liv,10.0
Face to Face,10.0
Stjärnor hos Babben,10.0
Ronny och Ragge,10.0
Klippans karaokecup,10.0
Annika - Ett Brott, Ett Straff, Ett Liv,10.0
Vad blir det för mat?,10.0
Tillsammans med Strömstedts,10.0
ÅTERBLICKAR FRÅN FÖRR,10.0
Grogg,10.0
Moraeus med mera,10.0
Fråga Anders och Måns,10.0
Rädda Joppe - död eller levande,10.0
Vägen ut med Lars Lerin,10.0
Skandal!,10.0
Ursäkta röran! (vi bygger om),10.0
Gösta Berlings saga,10.0
36 dagar på gatan,10.0
Sagan om Björn Borg,10.0
Bernts berättelser,10.0
Pip-Larssons,10.0
Geografens Testamente,10.0
I Huvudet på Gunde Svan,10.0
En stark resa med Morgan & Ola-Conny,10.0
Mini-Serie: Året 2017,10.0
Svenska hemligheter,10.0
En ö i havet,10.0
Tsunami,10.0
En ängels tålamod,10.0
Tillbaka till vintergatan,9.5
Ett herrans liv,9.5
Babel,9.5
Från A till Ö,9.3
